Name,Year,USENIX_ATC,USENIX_FAST,DSN,HPDC,IEEECluster,HPCA,ICS,ISC,SC
Qi Li,2020,0,0,1,0,0,0,0,0,0
Peng Liu,2020,0,0,1,0,0,0,0,0,0
Michael Lyu,2020,0,0,1,0,0,0,0,0,0
Michael Lyu,2019,0,0,1,0,0,0,0,0,0
Michael Lyu,2018,0,0,1,0,0,0,0,0,0
Nuno Neves,2020,0,0,1,0,0,0,0,0,0
Nuno Neves,2019,0,0,1,0,0,0,0,0,0
Miroslav Pajic,2020,0,0,1,0,0,0,0,0,0
Karthik Pattabiraman,2020,0,0,1,1,0,0,0,0,0
Karthik Pattabiraman,2018,0,0,1,0,0,0,0,0,0
Karthik Pattabiraman,2019,0,0,0,1,0,0,0,0,0
Michael Paulitsch,2020,0,0,1,0,0,0,0,0,0
Fernando Pedone,2020,0,0,1,0,0,0,0,0,0
Fernando Pedone,2018,0,0,1,0,0,0,0,0,0
Sebastiano Peluso,2020,0,0,1,0,0,0,0,0,0
Atul Prakash,2020,0,0,1,0,0,0,0,0,0
William Sanders,2020,0,0,1,0,0,0,0,0,0
Richard Schlichting,2020,0,0,1,0,0,0,0,0,0
Lorenzo Strigini,2020,0,0,1,0,0,0,0,0,0
Kun Sun,2020,0,0,1,0,0,0,0,0,0
Neeraj Suri,2020,0,0,1,0,0,0,0,0,0
Neeraj Suri,2019,0,0,1,0,0,0,0,0,0
Timothy Tsai,2020,0,0,1,0,0,0,0,0,0
Timothy Tsai,2019,0,0,1,0,0,0,0,0,0
Nektarios Tsoutsos,2020,0,0,1,0,0,0,0,0,0
Osman Unsal,2020,0,0,1,0,1,0,1,0,1
Osman Unsal,2019,0,0,0,0,1,0,0,0,1
Osman Unsal,2018,0,0,0,0,1,0,1,0,0
Paulo Verissimo,2020,0,0,1,0,0,0,0,0,0
Jia Wang,2020,0,0,1,0,0,0,0,0,0
Long Wang,2020,0,0,1,0,0,0,0,0,0
Long Wang,2019,0,0,1,0,0,0,0,0,0
Gang Wang,2020,0,0,1,0,0,0,0,0,0
Haining Wang (co-chair),2020,0,0,1,0,0,0,0,0,0
Katinka Wolter,2020,0,0,1,0,0,0,0,0,0
Katinka Wolter,2018,0,0,1,0,0,0,0,0,0
Timothy Wood,2020,0,0,1,0,0,0,0,0,0
Feng Yan,2020,0,0,1,0,0,0,0,0,0
Feng Yan,2019,0,0,0,1,0,0,0,0,0
Chengmo Yang,2020,0,0,1,0,0,0,0,0,0
Chengmo Yang,2019,0,0,0,0,0,0,1,0,0
K. S. Yim,2020,0,0,1,0,0,0,0,0,0
Chuan Yue,2020,0,0,1,0,0,0,0,0,0
Ying Zhang,2020,0,0,1,0,0,0,0,0,0
Fengwei Zhang,2020,0,0,1,0,0,0,0,0,0
Li Zhou,2020,0,0,1,0,0,0,0,0,0
Saman Zonouz,2020,0,0,1,0,0,0,0,0,0
Saman Zonouz,2019,0,0,1,0,0,0,0,0,0
Alexey Gotsman,2019,0,0,1,0,0,0,0,0,0
Andrea Ceccarelli,2019,0,0,1,0,0,0,0,0,0
Andrey Brito,2019,0,0,1,0,0,0,0,0,0
Andrey Brito,2018,0,0,1,0,0,0,0,0,0
Benoit Garbinato,2019,0,0,1,0,0,0,0,0,0
Catello Di Martino,2019,0,0,1,0,0,0,0,0,0
Catello Di Martino,2018,0,0,1,0,0,0,0,0,0
Christian Cachin,2019,0,0,1,0,0,0,0,0,0
Christoph Borchert,2019,0,0,1,0,0,0,0,0,0
David Kozhaya,2019,0,0,1,0,0,0,0,0,0
Domenico Cotroneo,2019,0,0,1,0,0,0,0,0,0
Domenico Cotroneo,2018,0,0,1,0,0,0,0,0,0
Doug Blough,2019,0,0,1,0,0,0,0,0,0
Doug Blough,2018,0,0,1,0,0,0,0,0,0
Elena Troubitsyna,2019,0,0,1,0,0,0,0,0,0
Elena Troubitsyna,2018,0,0,1,0,0,0,0,0,0
Elmootazbellah Elnozahy,2019,0,0,1,0,0,0,0,0,0
Elmootazbellah Elnozahy,2018,0,0,1,0,0,0,0,0,0
Etienne Riviere,2019,0,0,1,0,0,0,0,0,0
Etienne Riviere,2018,0,0,1,0,0,0,0,0,0
Evgenia Smirni,2019,0,0,1,0,0,0,0,0,0
Evgenia Smirni,2020,0,0,0,1,0,0,0,0,0
Evgenia Smirni,2018,0,0,0,1,0,0,0,0,0
Felicita Di Giandomenico,2019,0,0,1,0,0,0,0,0,0
Fernando Dotti,2019,0,0,1,0,0,0,0,0,0
Francois Taiani,2019,0,0,1,0,0,0,0,0,0
Francois Taiani,2018,0,0,1,0,0,0,0,0,0
Frolin Ocariza,2019,0,0,1,0,0,0,0,0,0
Gabriela Jacques da Silva,2019,0,0,1,0,0,0,0,0,0
Gabriela Jacques da Silva,2018,0,0,1,0,0,0,0,0,0
Haining Wang,2019,0,0,1,0,0,0,0,0,0
Ilir Gashi,2019,0,0,1,0,0,0,0,0,0
Ilir Gashi,2018,0,0,1,0,0,0,0,0,0
Jose Orlando Pereira,2019,0,0,1,0,0,0,0,0,0
Jose Orlando Pereira,2020,0,0,0,0,0,0,0,0,1
Jussara M. Almeida,2019,0,0,1,0,0,0,0,0,0
Kaustubh Joshi,2019,0,0,1,0,0,0,0,0,0
Keun Soo Yim,2019,0,0,1,0,0,0,0,0,0
Luis Rodrigues,2019,0,0,1,0,0,0,0,0,0
Marco Serafini,2019,0,0,1,0,0,0,0,0,0
Marco Vieira,2019,0,0,1,0,0,0,0,0,0
Mattan Erez,2019,0,0,1,0,1,0,0,0,1
Mattan Erez,2020,0,0,0,0,0,0,1,0,0
Mattan Erez,2018,0,0,0,0,0,0,1,0,0
Mohamed Kaaniche,2019,0,0,1,0,0,0,0,0,0
Mohamed Kaaniche,2018,0,0,1,0,0,0,0,0,0
Nathan DeBardeleben,2019,0,0,1,0,0,0,0,0,0
Paolo Rech,2019,0,0,1,0,0,0,0,1,0
Paolo Romano,2019,0,0,1,0,0,0,0,0,0
Parisa Marandi,2019,0,0,1,0,0,0,0,0,0
Rakesh Bobba,2019,0,0,1,0,0,0,0,0,0
Regina Moraes,2019,0,0,1,0,0,0,0,0,0
Regina Moraes,2018,0,0,1,0,0,0,0,0,0
Rick Schlichting,2019,0,0,1,0,0,0,0,0,0
Rick Schlichting,2018,0,0,1,0,0,0,0,0,0
Santonu Sarkar,2019,0,0,1,0,0,0,0,0,0
Susanna Donatelli,2019,0,0,1,0,0,0,0,0,0
Vana Kalogeraki,2019,0,0,1,0,0,0,0,0,0
Vilas Sridharan,2019,0,0,1,0,0,0,0,0,0
William H. Sanders,2019,0,0,1,0,0,0,0,0,0
William H. Sanders,2018,0,0,1,0,0,0,0,0,0
Achour Mostephaoui,2018,0,0,1,0,0,0,0,0,0
Alexander Romanovsky,2018,0,0,1,0,0,0,0,0,0
Arun Somani,2018,0,0,1,0,0,0,0,0,0
Engin Kirda,2018,0,0,1,0,0,0,0,0,0
Fabien Hermenier,2018,0,0,1,0,0,0,0,0,0
Fumio Machida,2018,0,0,1,0,0,0,0,0,0
Gernot Heiser,2018,0,0,1,0,0,0,0,0,0
Hari Ramasamy,2018,0,0,1,0,0,0,0,0,0
Hélène Waeselynck,2018,0,0,1,0,0,0,0,0,0
Henrique Madeira,2018,0,0,1,0,0,0,0,0,0
Javier Camara,2018,0,0,1,0,0,0,0,0,0
Jonny Vinter,2018,0,0,1,0,0,0,0,0,0
José Orlando Pereira,2018,0,0,1,0,0,0,0,0,0
Juan Carlos Ruiz García,2018,0,0,1,0,0,0,0,0,0
Katerina Goseva-Popstojanova,2018,0,0,1,0,0,0,0,0,0
Luigi Romano,2018,0,0,1,0,0,0,0,0,0
Matti Hiltunen,2018,0,0,1,0,0,0,0,0,0
Mike Swift,2018,0,0,1,0,0,0,0,0,0
Mohammad Zulkernine,2018,0,0,1,0,0,0,0,0,0
Olaf Spinczyk,2018,0,0,1,0,0,0,0,0,0
Peter Kemper,2018,0,0,1,0,0,0,0,0,0
Phil Koopman,2018,0,0,1,0,0,0,0,0,0
Philipp Reinecke,2018,0,0,1,0,0,0,0,0,0
Rachid Guerraoui,2018,0,0,1,0,0,0,0,0,0
Rogério de Lemos,2018,0,0,1,0,0,0,0,0,0
Rüdiger Kapitza,2018,0,0,1,0,0,0,0,0,0
Samuel Kounev,2018,0,0,1,0,0,0,0,0,0
Simin Nadjm-Tehrani,2018,0,0,1,0,0,0,0,0,0
Sonia Ben Mokhtar,2018,0,0,1,0,0,0,0,0,0
Tadashi Dohi,2018,0,0,1,0,0,0,0,0,0
Veena Mendiratta,2018,0,0,1,0,0,0,0,0,0
Vincent Naessens,2018,0,0,1,0,0,0,0,0,0
Xavier Defago,2018,0,0,1,0,0,0,0,0,0
Yair Amir,2018,0,0,1,0,0,0,0,0,0
Yvan Labiche,2018,0,0,1,0,0,0,0,0,0
Samer Al-Kiswany,2020,0,0,0,1,0,0,0,0,0
Samer Al-Kiswany,2018,0,0,0,1,0,0,0,0,0
Ali Anwar,2020,0,0,0,1,0,0,0,0,1
Ali Anwar,2019,0,0,0,1,1,0,0,0,0
Pavan Balaji,2020,0,0,0,1,0,0,0,0,1
Pavan Balaji,2018,0,0,0,0,0,0,0,0,1
Pavan Balaji,2019,0,0,0,0,0,0,0,0,1
Michela Becchi,2020,0,0,0,1,1,0,0,0,1
Michela Becchi,2019,0,0,0,1,0,0,0,0,1
Michela Becchi,2018,0,0,0,1,1,0,0,0,1
Patrick G. Bridges,2020,0,0,0,1,1,0,0,0,0
Patrick G. Bridges,2018,0,0,0,1,0,0,0,0,1
Patrick G. Bridges,2019,0,0,0,0,0,0,0,0,1
Kirk Cameron,2020,0,0,0,1,0,0,0,0,1
Kirk Cameron,2019,0,0,0,1,0,0,0,0,1
Franck Cappello,2020,0,0,0,1,0,0,0,0,1
Franck Cappello,2019,0,0,0,1,0,0,0,0,1
Franck Cappello,2018,0,0,0,0,0,0,0,0,1
Abhishek Chandra,2020,0,0,0,1,0,0,0,0,0
Abhishek Chandra,2019,0,0,0,1,0,0,0,0,0
Kyle Chard,2020,0,0,0,1,0,0,0,0,1
Kyle Chard,2018,0,0,0,0,0,0,0,0,1
Kyle Chard,2019,0,0,0,0,0,0,0,0,1
Jeff Chase,2020,0,0,0,1,0,0,0,0,0
Yue Cheng,2020,0,0,0,1,0,0,0,0,1
Yue Cheng,2019,0,0,0,1,0,0,0,0,0
Yue Cheng,2018,0,0,0,1,0,0,0,0,0
Andrew Chien,2020,0,0,0,1,0,0,0,0,0
Ayse Coskun,2020,0,0,0,1,0,0,0,0,0
Peter Dinda,2020,0,0,0,1,0,0,0,0,1
Peter Dinda,2019,0,0,0,1,0,0,0,0,1
Peter Dinda,2018,0,0,0,1,0,0,0,0,1
Dick Epema,2020,0,0,0,1,0,0,0,0,0
Dick Epema,2019,0,0,0,1,0,0,0,0,0
Dick Epema,2018,0,0,0,1,0,0,0,0,0
Renato Figueiredo,2020,0,0,0,1,0,0,0,0,0
Renato Figueiredo,2019,0,0,0,1,0,0,0,0,0
Renato Figueiredo,2018,0,0,0,1,0,0,0,0,0
Liana Fong,2020,0,0,0,1,0,0,0,0,1
Liana Fong,2019,0,0,0,1,0,0,0,0,1
Liana Fong,2018,0,0,0,1,0,0,0,0,0
Ana Gainaru,2020,0,0,0,1,1,0,0,0,1
Ana Gainaru,2018,0,0,0,0,0,0,0,0,1
Ana Gainaru,2019,0,0,0,0,0,0,0,0,1
Balazs Gerofi,2020,0,0,0,1,1,0,0,0,1
Balazs Gerofi,2018,0,0,0,0,0,0,0,0,1
Balazs Gerofi,2019,0,0,0,0,0,0,0,0,1
Kartik Gopalan,2020,0,0,0,1,0,0,0,0,0
Kartik Gopalan,2019,0,0,0,1,0,0,0,0,0
Kartik Gopalan,2018,0,0,0,1,0,0,0,0,0
Tian Guo,2020,0,0,0,1,0,0,0,0,0
Adriana Iamnitchi,2020,0,0,0,1,0,0,0,0,0
Adriana Iamnitchi,2019,0,0,0,1,0,0,0,0,0
Adriana Iamnitchi,2018,0,0,0,1,0,0,0,0,1
Alexandru Iosup,2020,0,0,0,1,0,0,0,0,0
Alexandru Iosup,2019,0,0,0,0,0,0,0,0,1
Kate Keahey,2020,0,0,0,1,0,0,0,0,0
Kate Keahey,2018,0,0,0,1,0,0,0,0,1
Kate Keahey,2019,0,0,0,0,0,0,0,0,1
Jack Lange,2020,0,0,0,1,0,0,0,0,0
Jack Lange,2019,0,0,0,1,0,0,0,0,0
Hang Liu,2020,0,0,0,1,0,0,0,0,1
Hang Liu,2019,0,0,0,1,0,0,0,0,0
Hang Liu,2018,0,0,0,1,0,0,0,0,0
Tongping Liu,2020,0,0,0,1,0,0,0,0,0
Jay Lofstead,2020,0,0,0,1,1,0,0,0,0
Jay Lofstead,2019,0,0,0,1,0,0,0,1,0
Jay Lofstead,2018,0,0,0,1,0,0,0,1,0
Naoya Maruyama,2020,0,0,0,1,1,0,0,1,0
Naoya Maruyama,2018,0,0,0,0,0,0,0,0,1
Ninfang Mi,2020,0,0,0,1,0,0,0,0,0
Dimitrios Nikolopoulos,2020,0,0,0,1,0,0,1,1,0
Dimitrios Nikolopoulos,2019,0,0,0,1,0,0,0,1,0
Dimitrios Nikolopoulos,2018,0,0,0,0,0,0,0,1,1
Tatebe Osamu,2020,0,0,0,1,0,0,0,0,0
Sangmi Pallickara,2020,0,0,0,1,0,0,0,0,0
Sangmi Pallickara,2018,0,0,0,1,0,0,0,0,0
Swaroop Pophale,2020,0,0,0,1,0,0,0,0,0
Swaroop Pophale,2019,0,0,0,0,0,0,0,0,1
Ioan Raicu,2020,0,0,0,1,0,0,0,0,1
Ioan Raicu,2019,0,0,0,1,1,0,0,0,1
Ioan Raicu,2018,0,0,0,0,0,0,0,0,1
Lavanya Ramakrishnan,2020,0,0,0,1,0,0,0,0,1
Lavanya Ramakrishnan,2019,0,0,0,1,0,0,0,0,1
Lavanya Ramakrishnan,2018,0,0,0,0,0,0,0,0,1
Matei Ripeanu,2020,0,0,0,1,0,0,0,0,0
Matei Ripeanu,2019,0,0,0,1,0,0,0,0,1
Matei Ripeanu,2018,0,0,0,1,0,0,0,0,1
Martin Schulz,2020,0,0,0,1,0,0,1,1,1
Martin Schulz,2019,0,0,0,0,0,0,0,1,1
Martin Schulz,2018,0,0,0,0,0,0,1,1,0
Prateek Sharma,2020,0,0,0,1,0,0,0,0,0
Prashant Shenoy,2020,0,0,0,1,0,0,0,0,0
Shuaiwen Leon Song,2020,0,0,0,1,0,0,0,0,0
Shuaiwen Leon Song,2018,0,0,0,1,0,0,0,0,0
Shuaiwen Leon Song,2019,0,0,0,0,0,0,0,0,1
Michela Taufer,2020,0,0,0,1,0,0,0,0,1
Michela Taufer,2019,0,0,0,1,0,0,0,0,0
Michela Taufer,2018,0,0,0,1,1,0,0,1,1
Douglas Thain,2020,0,0,0,1,0,0,0,0,1
Douglas Thain,2019,0,0,0,1,0,0,0,0,1
Douglas Thain,2018,0,0,0,1,0,0,0,0,1
Ana Lucia Varbanescu,2020,0,0,0,1,1,0,0,1,1
Ana Lucia Varbanescu,2019,0,0,0,1,0,0,0,1,1
Ana Lucia Varbanescu,2018,0,0,0,1,0,0,0,1,1
Sudharshan S. Vazhkudai,2020,0,0,0,1,1,0,0,0,1
Sudharshan S. Vazhkudai,2019,0,0,0,1,0,0,0,0,1
Sudharshan S. Vazhkudai,2018,0,0,0,1,1,0,0,0,0
Salim Hariri,2020,0,0,0,1,0,0,0,0,1
Arthur (Barney) Maccabe,2020,0,0,0,1,0,0,0,1,1
Arthur (Barney) Maccabe,2019,0,0,0,1,0,0,0,0,1
Arthur (Barney) Maccabe,2018,0,0,0,1,0,0,0,0,0
Manish Parashar,2020,0,0,0,1,0,0,0,0,0
Manish Parashar,2018,0,0,0,1,0,0,0,0,1
Manish Parashar,2019,0,0,0,0,0,0,0,0,1
Kenjiro Taura,2020,0,0,0,1,0,0,0,0,1
Kenjiro Taura,2018,0,0,0,1,0,0,0,0,1
Kenjiro Taura,2019,0,0,0,0,0,0,0,1,1
Jon Weissman,2020,0,0,0,1,0,0,0,0,0
Jon Weissman,2018,0,0,0,1,0,0,0,0,0
Christos Antonopoulos,2019,0,0,0,1,0,0,0,0,0
Christos Antonopoulos,2018,0,0,0,0,0,0,0,1,0
Ryan Chard,2019,0,0,0,1,0,0,0,0,0
Andrew A. Chien,2019,0,0,0,1,0,0,0,0,0
Andrew A. Chien,2018,0,0,0,1,0,0,0,0,0
David Eyres,2019,0,0,0,1,0,0,0,0,0
David Eyres,2018,0,0,0,1,0,0,0,0,0
José Fortes,2019,0,0,0,1,0,0,0,0,0
Anshul Gandhi,2019,0,0,0,1,0,0,0,0,0
Dimitrios Gizopoulos,2019,0,0,0,1,0,0,0,0,0
Adwait Jog,2019,0,0,0,1,0,0,0,0,0
Adwait Jog,2020,0,0,0,0,0,1,0,0,0
Adwait Jog,2018,0,0,0,0,0,1,0,0,0
Ningfang Mi,2019,0,0,0,1,0,0,0,0,0
Ningfang Mi,2020,0,0,0,0,0,0,0,0,1
Kathryn Mohror,2019,0,0,0,1,1,0,0,1,1
Kathryn Mohror,2020,0,0,0,0,1,0,0,1,1
Kathryn Mohror,2018,0,0,0,0,0,0,0,0,1
Judy Qiu,2019,0,0,0,1,1,0,0,0,0
Judy Qiu,2018,0,0,0,1,0,0,0,0,0
M.Mustafa Rafique,2019,0,0,0,1,0,0,0,0,0
Bin Ren,2019,0,0,0,1,0,0,0,0,0
Rich Wolski,2019,0,0,0,1,0,0,0,0,0
Rich Wolski,2018,0,0,0,0,0,0,0,0,1
Ji Xue,2019,0,0,0,1,0,0,0,0,0
Ji Xue,2020,0,0,0,0,0,0,0,0,1
Li Zhang,2019,0,0,0,1,0,0,0,0,0
Andre Luckow,2018,0,0,0,1,0,0,0,0,0
Aydin Buluc,2018,0,0,0,1,0,0,0,0,1
Aydin Buluc,2019,0,0,0,0,0,0,0,0,1
Aydin Buluc,2020,0,0,0,0,0,0,0,0,1
Bogdan Nicolae,2018,0,0,0,1,1,0,0,0,1
Bogdan Nicolae,2019,0,0,0,0,1,0,0,0,1
Bogdan Nicolae,2020,0,0,0,0,0,0,0,0,1
Christine Morin,2018,0,0,0,1,0,0,0,0,1
Christine Morin,2019,0,0,0,0,0,0,0,0,1
David Abramson,2018,0,0,0,1,0,0,0,0,1
David Abramson,2019,0,0,0,0,0,0,0,0,1
David Abramson,2020,0,0,0,0,0,0,0,0,1
Frank Cappello,2018,0,0,0,1,0,0,0,0,0
Gabriel Antoniu,2018,0,0,0,1,0,0,0,0,1
Gabriel Antoniu,2020,0,0,0,0,1,0,0,0,0
Gabriel Antoniu,2019,0,0,0,0,1,0,0,0,1
Henri Bal,2018,0,0,0,1,0,0,0,0,0
Ian Foster,2018,0,0,0,1,1,0,0,0,1
Ian Foster,2019,0,0,0,0,1,0,0,0,0
Jiwu Shu,2018,0,0,0,1,0,0,0,0,0
John (Jack) Lange,2018,0,0,0,1,0,0,0,0,0
Narayanan Sundaram,2018,0,0,0,1,0,0,0,0,0
Radu Prodan,2018,0,0,0,1,0,0,0,0,1
Radu Prodan,2019,0,0,0,0,0,0,0,0,1
Shantenu Jha,2018,0,0,0,1,0,0,0,0,1
Shantenu Jha,2019,0,0,0,0,0,0,0,0,1
Sriram Govindan,2018,0,0,0,1,0,0,0,0,0
Zizhong Chen,2018,0,0,0,1,0,0,0,0,1
Emmanuel Jeannot,2020,0,0,0,0,1,0,0,0,1
Emmanuel Jeannot,2019,0,0,0,0,0,0,0,0,1
Cristiana Bentes,2020,0,0,0,0,1,0,0,0,1
Francieli Zanon Boito,2020,0,0,0,0,1,0,0,0,1
Louis-Claude Canon,2020,0,0,0,0,1,0,0,0,0
Gabriele Cavallaro,2020,0,0,0,0,1,0,0,0,0
Alexandre Denis,2020,0,0,0,0,1,0,0,0,0
Alexandre Denis,2018,0,0,0,0,0,0,0,0,1
Nicolas Denoyelle,2020,0,0,0,0,1,0,0,0,0
Pedro Diniz,2020,0,0,0,0,1,0,0,0,0
Anshu Dubey,2020,0,0,0,0,1,0,0,1,1
Anshu Dubey,2018,0,0,0,0,0,0,0,0,1
Anshu Dubey,2019,0,0,0,0,0,0,0,1,1
Fanny Dufossé,2020,0,0,0,0,1,0,0,0,0
Trilce Estrada,2020,0,0,0,0,1,0,0,0,0
Trilce Estrada,2019,0,0,0,0,1,0,0,0,1
Trilce Estrada,2018,0,0,0,0,1,0,0,0,1
Mathieu Faverge,2020,0,0,0,0,1,0,0,0,0
Edgar Gabriel,2020,0,0,0,0,1,0,0,0,0
Rong Ge,2020,0,0,0,0,1,0,0,0,1
Rong Ge,2019,0,0,0,0,1,0,1,0,1
Rong Ge,2018,0,0,0,0,1,0,0,0,1
Amina Guermouche,2020,0,0,0,0,1,0,0,0,0
Amina Guermouche,2019,0,0,0,0,1,0,0,0,0
Amina Guermouche,2018,0,0,0,0,0,0,0,0,1
Paul Hovland,2020,0,0,0,0,1,0,0,0,0
Aleksandar Ilic,2020,0,0,0,0,1,0,0,0,0
Daniel Kressner,2020,0,0,0,0,1,0,0,0,0
Johannes Langguth,2020,0,0,0,0,1,0,0,0,0
Johannes Langguth,2018,0,0,0,0,1,0,0,0,0
Hatem Ltaief,2020,0,0,0,0,1,0,1,1,1
Hatem Ltaief,2019,0,0,0,0,1,0,0,1,1
Hatem Ltaief,2018,0,0,0,0,1,0,0,0,1
Piotr Luszczek,2020,0,0,0,0,1,0,0,0,0
Piotr Luszczek,2019,0,0,0,0,1,0,0,0,0
Piotr Luszczek,2018,0,0,0,0,1,0,0,0,0
Preeti Malakar,2020,0,0,0,0,1,0,0,1,1
Gabriele Mencagli,2020,0,0,0,0,1,0,0,0,0
Gabriele Mencagli,2019,0,0,0,0,1,0,0,0,0
Harshitha Menon,2020,0,0,0,0,1,0,0,0,1
Shirley Moore,2020,0,0,0,0,1,0,1,0,0
Shirley Moore,2019,0,0,0,0,1,0,1,0,0
Shirley Moore,2018,0,0,0,0,1,0,0,0,0
Tapasya Patki,2020,0,0,0,0,1,0,0,0,0
Tapasya Patki,2018,0,0,0,0,0,0,0,0,1
Tapasya Patki,2019,0,0,0,0,0,0,0,0,1
Swann Perarbau,2020,0,0,0,0,1,0,0,0,0
Antonio J. Peña,2020,0,0,0,0,1,0,0,0,0
Antonio J. Peña,2019,0,0,0,0,1,0,0,0,1
Antonio J. Peña,2018,0,0,0,0,1,0,0,0,0
Jelena Pjesivac-Grbovic,2020,0,0,0,0,1,0,0,0,0
Jelena Pjesivac-Grbovic,2018,0,0,0,0,0,0,0,0,1
Enrique S. Quintana-Ortí,2020,0,0,0,0,1,0,0,0,0
Martin Swany,2020,0,0,0,0,1,0,0,0,0
Daisuke Takahashi,2020,0,0,0,0,1,0,0,1,0
Adrian Tate,2020,0,0,0,0,1,0,0,0,0
Mohamed Wahib,2020,0,0,0,0,1,0,0,0,1
Mohamed Wahib,2018,0,0,0,0,0,0,0,0,1
Philippe Navaux,2020,0,0,0,0,1,0,1,0,0
Nelson Amaral,2020,0,0,0,0,1,0,0,0,0
Rodolfo Azevedo,2020,0,0,0,0,1,0,0,0,0
Harold Castro,2020,0,0,0,0,1,0,0,0,0
Wenguang Chen,2020,0,0,0,0,1,0,0,0,0
Wenguang Chen,2018,0,0,0,0,1,0,1,0,0
Wenguang Chen,2019,0,0,0,0,0,0,0,0,1
Matthias Diener,2020,0,0,0,0,1,0,0,0,0
Matthias Diener,2018,0,0,0,0,0,0,0,0,1
Matthias Diener,2019,0,0,0,0,0,0,0,0,1
Lucia Drummond,2020,0,0,0,0,1,0,0,0,0
Lisandro Granville,2020,0,0,0,0,1,0,0,0,0
Avi Mendelson,2020,0,0,0,0,1,0,0,0,1
Avi Mendelson,2019,0,0,0,0,0,0,0,0,1
Esteban Meneses,2020,0,0,0,0,1,0,0,0,1
Esteban Meneses,2018,0,0,0,0,0,0,0,0,1
Frank Mueller,2020,0,0,0,0,1,0,0,0,0
Frank Mueller,2019,0,0,0,0,1,0,1,1,0
Frank Mueller,2018,0,0,0,0,1,0,0,0,0
Anne-Cecile Orgerie,2020,0,0,0,0,1,0,0,0,1
Anne-Cecile Orgerie,2018,0,0,0,0,0,0,0,0,1
Kentaro Sano,2020,0,0,0,0,1,0,0,0,1
Kentaro Sano,2019,0,0,0,0,1,0,0,0,0
Kentaro Sano,2018,0,0,0,0,1,0,0,0,0
Pierre Sens,2020,0,0,0,0,1,0,0,0,0
Shinji Sumimoto,2020,0,0,0,0,1,0,0,0,0
Shinji Sumimoto,2018,0,0,0,0,1,0,0,1,0
James Lin,2020,0,0,0,0,1,0,0,0,0
James Lin,2019,0,0,0,0,0,0,0,0,1
Marco Aldinucci,2020,0,0,0,0,1,0,0,0,0
Marco Aldinucci,2018,0,0,0,0,1,0,0,0,0
Hartwig Anzt,2020,0,0,0,0,1,0,0,0,0
Amy Apon,2020,0,0,0,0,1,0,0,0,0
Amy Apon,2018,0,0,0,0,1,0,0,0,1
George Bosilca,2020,0,0,0,0,1,0,0,0,1
George Bosilca,2018,0,0,0,0,0,0,0,0,1
Raphael Y. de Camargo,2020,0,0,0,0,1,0,0,0,0
Alfredo Goldman,2020,0,0,0,0,1,0,1,0,0
Alfredo Goldman,2019,0,0,0,0,0,0,0,0,1
Georgios Goumas,2020,0,0,0,0,1,0,0,0,1
Georgios Goumas,2018,0,0,0,0,0,0,0,1,0
Ignacio Laguna,2020,0,0,0,0,1,0,0,0,1
Ignacio Laguna,2019,0,0,0,0,1,0,0,0,0
Zhiling Lan,2020,0,0,0,0,1,0,0,0,1
Zhiling Lan,2018,0,0,0,0,1,0,0,0,1
Zhiling Lan,2019,0,0,0,0,0,0,0,0,1
Dong Li,2020,0,0,0,0,1,0,0,0,0
Dong Li,2019,0,0,0,0,1,0,0,0,0
Dong Li,2018,0,0,0,0,1,0,0,0,1
Olga Pearce,2020,0,0,0,0,1,0,0,0,1
Olga Pearce,2019,0,0,0,0,1,0,0,0,1
Olga Pearce,2018,0,0,0,0,0,0,0,0,1
Christian Pérez,2020,0,0,0,0,1,0,0,0,0
Christian Pérez,2018,0,0,0,0,1,0,0,0,0
Massimo Torquati,2020,0,0,0,0,1,0,0,0,0
Massimo Torquati,2018,0,0,0,0,1,0,0,0,0
Antonino Tumeo,2020,0,0,0,0,1,0,1,0,1
Antonino Tumeo,2019,0,0,0,0,0,0,0,1,1
Antonino Tumeo,2018,0,0,0,0,0,0,0,1,0
Zhijia Zhao,2020,0,0,0,0,1,0,0,0,0
Zhijia Zhao,2019,0,0,0,0,0,0,0,1,0
Dingwen Tao,2020,0,0,0,0,1,0,0,0,1
Wei Wu,2020,0,0,0,0,1,0,0,0,1
Wei Wu,2019,0,0,0,0,0,0,0,0,1
Osamu Tatebe,2020,0,0,0,0,1,0,0,0,1
Osamu Tatebe,2019,0,0,0,0,1,0,0,1,1
Osamu Tatebe,2018,0,0,0,0,1,0,0,1,1
Gagan Agrawal,2020,0,0,0,0,1,0,0,0,1
Gagan Agrawal,2019,0,0,0,0,1,0,0,0,0
Gagan Agrawal,2018,0,0,0,0,1,0,1,0,0
Suren Byna,2020,0,0,0,0,1,0,0,1,1
Suren Byna,2019,0,0,0,0,1,0,0,0,1
Suren Byna,2018,0,0,0,0,1,0,0,1,1
Jesus Carretero,2020,0,0,0,0,1,0,0,0,0
Jesus Carretero,2019,0,0,0,0,1,0,0,0,0
Jesus Carretero,2018,0,0,0,0,1,0,0,0,0
Sheng Di,2020,0,0,0,0,1,0,0,0,0
Sheng Di,2018,0,0,0,0,0,0,0,0,1
Takahiro Hirofuchi,2020,0,0,0,0,1,0,0,0,0
Hideyuki Kawashima,2020,0,0,0,0,1,0,0,0,0
Hideyuki Kawashima,2019,0,0,0,0,0,0,0,1,0
